sorgente,rete_previsione,posizione,tipo_giorno,periodo_da,orario,giorni_mask,programma_listino
publitalia_listino,ITA1,Aspettando Le Iene Speciale FPT,tutti,2025-11-30,-,,Aspettando Le Iene Speciale
publitalia_listino,ITA1,Le Iene Speciale FPT [primissima],tutti,2025-11-30,-,,Le Iene Speciale
publitalia_listino,ITA1,Aspettando Le Iene Show FPT,tutti,2026-01-04,-,,Aspettando Le Iene Show
publitalia_listino,ITA1,Finale Le Iene Show,tutti,2025-01-05,-,,Finale Le Iene Show
publitalia_listino,ITA1,Aspettando Le Iene Show FPT,tutti,2026-05-03,-,,Aspettando Le Iene Show
publitalia_listino,ITA1,Le Iene Speciale FPT,tutti,2025-08-31,-,,Le Iene Speciale
publitalia_listino,ITA1,Le Iene Speciale Saluti,tutti,2025-05-04,-,,Le Iene Speciale
publitalia_listino,ITA1,Aspettando Le Iene Show FPT,tutti,2025-05-04,-,,Aspettando Le Iene Show
publitalia_listino,ITA1,Le Iene speciale saluti,tutti,2026-03-01,-,,Le Iene speciale
publitalia_listino,ITA1,INLOGO: Le Iene Speciale,tutti,2025-05-04,-,,Le Iene Speciale
publitalia_listino,ITA1,Le Iene Speciale,tutti,2025-05-04,-,,Le Iene Speciale
publitalia_listino,ITA1,Le Iene Speciale saluti,tutti,2025-11-30,-,,Le Iene Speciale
publitalia_listino,ITA1,GOLDEN MINUTE: Golden minute Le Iene speciale,tutti,2026-03-01,-,,Le Iene speciale
publitalia_listino,ITA1,Aspettando Le Iene show FPT,tutti,2026-03-01,-,,Aspettando Le Iene show
publitalia_listino,ITA1,Aspettando Le Iene Speciale FPT,tutti,2025-08-31,-,,Aspettando Le Iene Speciale
publitalia_listino,ITA1,INLOGO: Le Iene speciale,tutti,2026-03-01,-,,Le Iene speciale
publitalia_listino,ITA1,Le Iene speciale,tutti,2026-03-01,-,,Le Iene speciale
publitalia_listino,ITA1,Aspettando Le Iene Show FPT,tutti,2025-11-30,-,,Aspettando Le Iene Show
publitalia_listino,ITA1,Le Iene Speciale FPT [primissima],tutti,2025-08-31,-,,Le Iene Speciale
publitalia_listino,ITA1,INLOGO: Le Iene Speciale,tutti,2025-11-30,-,,Le Iene Speciale
publitalia_listino,ITA1,Le Iene Speciale,tutti,2025-11-30,-,,Le Iene Speciale
publitalia_listino,RETE4,Rete 4 News,tutti,2026-05-03,-,,Rete 4 News
publitalia_listino,RETE4,Premiere,tutti,2026-06-28,-,,Premiere
publitalia_listino,RETE4,Rete 4 News FPT,tutti,2026-06-28,-,,Rete 4 News
publitalia_listino,RETE4,INLOGO: Rete 4 News,tutti,2026-06-28,-,,Rete 4 News
publitalia_listino,RETE4,News 4 FPT,weekend,2025-05-04,-,,News 4
publitalia_listino,RETE4,Seratissima 2,weekend,2025-05-04,-,,Seratissima 2
publitalia_listino,RETE4,News 4 FPT,tutti,2025-06-29,-,,News 4
publitalia_listino,RETE4,Cinema 4 FPT,weekend,2025-06-29,-,,Cinema 4
publitalia_listino,RETE4,News 4 FPT,weekend,2025-06-29,-,,News 4
publitalia_listino,RETE4,Cinema 4 FPT,tutti,2025-08-31,-,,Cinema 4
publitalia_listino,RETE4,Cinema 4 FPT,tutti,2025-11-30,-,,Cinema 4
publitalia_listino,RETE4,Premiere,tutti,2025-03-30,-,,Premiere
publitalia_listino,RETE4,Cinema 4 FPT,tutti,2025-06-29,-,,Cinema 4
publitalia_listino,RETE4,Seratissima 2,weekend,2025-08-31,-,,Seratissima 2
publitalia_listino,RETE4,Seratissima 2,tutti,2026-06-28,-,,Seratissima 2
publitalia_listino,RETE4,Doc 4 FPT,tutti,2024-09-01,-,,Doc 4
publitalia_listino,RETE4,Premiere promozione,tutti,2025-01-05,-,,Premiere
publitalia_listino,RETE4,Premiere,tutti,2025-03-02,-,,Premiere
publitalia_listino,RETE4,Seratissima 2,tutti,2025-05-04,-,,Seratissima 2
publitalia_listino,RETE4,Seratissima 2 promozione,tutti,2026-01-04,-,,Seratissima 2
publitalia_listino,RETE4,Seratissima 2,tutti,2024-12-01,-,,Seratissima 2
publitalia_listino,RETE4,Seratissima 2,weekend,2025-06-29,-,,Seratissima 2
publitalia_listino,RETE4,Premiere,tutti,2025-08-31,-,,Premiere
publitalia_listino,RETE4,Seratissima 2,tutti,2025-08-31,-,,Seratissima 2
publitalia_listino,RETE4,GOLDEN MINUTE: Golden minute Iene Speciale,tutti,2025-11-30,-,,Iene Speciale
publitalia_listino,RETE4,Rete 4 News,tutti,2026-01-04,-,,Rete 4 News
publitalia_listino,RETE4,Cinema 4 FPT,tutti,2026-06-28,-,,Cinema 4
publitalia_listino,RETE4,Seratissima 2,weekend,2024-09-01,-,,Seratissima 2
publitalia_listino,RETE4,Rete 4 News FPT,tutti,2025-01-05,-,,Rete 4 News
publitalia_listino,RETE4,Seratissima 2,tutti,2025-01-05,-,,Seratissima 2
publitalia_listino,RETE4,Seratissima 2,weekend,2025-01-05,-,,Seratissima 2
publitalia_listino,RETE4,Seratissima 2 promozione,tutti,2025-01-05,-,,Seratissima 2
publitalia_listino,RETE4,Premiere,tutti,2025-06-29,-,,Premiere
publitalia_listino,RETE4,Seratissima 2,weekend,2025-11-30,-,,Seratissima 2
publitalia_listino,RETE4,GOLDEN MINUTE: Golden minute Italia 1 Show promozione,tutti,2026-06-28,-,,Italia 1 Show
publitalia_listino,RETE4,Cinema 4 FPT,tutti,2024-12-01,-,,Cinema 4
publitalia_listino,RETE4,Cinema 4 FPT,tutti,2025-05-04,-,,Cinema 4
publitalia_listino,RETE4,News 4 FPT,tutti,2025-11-30,-,,News 4
publitalia_listino,RETE4,GOLDEN MINUTE: Golden minute Produzione C5,tutti,2025-11-30,-,,Produzione C5
publitalia_listino,RETE4,News 4 FPT,tutti,2026-06-28,-,,News 4
publitalia_listino,RETE4,INLOGO: Italia 1 Show,tutti,2026-06-28,-,,Italia 1 Show
publitalia_listino,RETE4,Premiere,tutti,2026-05-03,-,,Premiere
publitalia_listino,RETE4,INLOGO: Produzione musicale I1,tutti,2026-06-28,-,,Produzione musicale I1
publitalia_listino,RETE4,INLOGO: Soap R4,tutti,2026-06-28,-,,Soap R4
publitalia_listino,RETE4,News 4 FPT,tutti,2024-12-01,-,,News 4
publitalia_listino,RETE4,Seratissima 2,weekend,2025-03-02,-,,Seratissima 2
publitalia_listino,RETE4,GOLDEN MINUTE: Golden minute Italia 1 Show,tutti,2026-06-28,-,,Italia 1 Show
publitalia_listino,RETE4,Cinema 4 FPT,tutti,2024-09-01,-,,Cinema 4
publitalia_listino,RETE4,Premiere,tutti,2025-05-04,-,,Premiere
publitalia_listino,RETE4,News 4 FPT,tutti,2025-05-04,-,,News 4
publitalia_listino,RETE4,GOLDEN MINUTE: Golden minute Canale 5 show,tutti,2025-11-30,-,,Canale 5 show
publitalia_listino,RETE4,Doc 4 FPT,tutti,2025-06-29,-,,Doc 4
publitalia_listino,RETE4,Premiere promozione,tutti,2026-01-04,-,,Premiere
publitalia_listino,RETE4,Seratissima 2,tutti,2026-05-03,-,,Seratissima 2
publitalia_listino,RETE4,Premiere,tutti,2025-01-05,-,,Premiere
publitalia_listino,RETE4,Seratissima 2,weekend,2025-03-30,-,,Seratissima 2
publitalia_listino,RETE4,Cinema 4 FPT,weekend,2025-05-04,-,,Cinema 4
publitalia_listino,RETE4,Seratissima 2,tutti,2025-11-30,-,,Seratissima 2
publitalia_listino,RETE4,GOLDEN MINUTE: Golden minute Iene Show,tutti,2025-11-30,-,,Iene Show
publitalia_listino,RETE4,Seratissima 2,tutti,2026-01-04,-,,Seratissima 2
publitalia_listino,RETE4,GOLDEN MINUTE: Golden minute Produzione musicale I1,tutti,2026-06-28,-,,Produzione musicale I1
publitalia_listino,RETE4,News 4 FPT,tutti,2024-09-01,-,,News 4
publitalia_listino,RETE4,Rete 4 News FPT,tutti,2026-01-04,-,,Rete 4 News
publitalia_listino,RETE4,Rete 4 News FPT,tutti,2026-05-03,-,,Rete 4 News
publitalia_listino,RETE4,Rete 4 News,tutti,2026-06-28,-,,Rete 4 News
publitalia_listino,RETE4,Premiere,tutti,2026-03-01,-,,Premiere
publitalia_listino,RETE4,Serie 4 Top FPT,tutti,2024-09-01,-,,Serie 4 Top
publitalia_listino,RETE4,Seratissima 2,tutti,2024-09-01,-,,Seratissima 2
publitalia_listino,RETE4,Seratissima 2,tutti,2025-06-29,-,,Seratissima 2
publitalia_listino,RETE4,Seratissima 2 estate,tutti,2025-06-29,-,,Seratissima 2 estate
publitalia_listino,RETE4,Premiere,tutti,2026-01-04,-,,Premiere
publitalia_listino,RETE4,Soap R4,tutti,2026-06-28,-,,Soap R4
publitalia_listino,RETE4,INLOGO: Chicago,tutti,2026-06-28,-,,Chicago
publitalia_listino,RETE4,INLOGO: Italia 1 Show promozione,tutti,2026-06-28,-,,Italia 1 Show
publitalia_listino,RETE4,Seratissima 2,weekend,2024-12-01,-,,Seratissima 2
publitalia_listino,RETE4,Rete 4 News,tutti,2025-01-05,-,,Rete 4 News
publitalia_listino,RETE4,Serie 4 Top FPT,tutti,2025-06-29,-,,Serie 4 Top
publitalia_listino,RETE4,Seratissima 2,tutti,2026-03-01,-,,Seratissima 2
publitalia_listino,RETE4,Premiere,tutti,2024-09-01,-,,Premiere
publitalia_listino,RETE4,Premiere,tutti,2024-12-01,-,,Premiere
publitalia_listino,RETE4,Seratissima estate FPT,tutti,2025-06-29,-,,Seratissima estate
publitalia_listino,RETE4,Soap R4 FPT,tutti,2026-06-28,-,,Soap R4
publitalia_listino,RETE4,News 4 FPT,tutti,2025-08-31,-,,News 4
publitalia_listino,RETE4,Premiere,tutti,2025-11-30,-,,Premiere
rai_listino,RAI1,R1 Tg1 Mattina,tutti,2026-03-29,07:55,0111111,TG1
rai_listino,RAI1,R1 A.M. Domenica,tutti,2026-05-31,08:55,1000000,Uno mattina estate/Check Up
rai_listino,RAI1,R1 P.M. Sabato Start,tutti,2026-05-31,14:00,0000001,Linea Blu - Porti d'Italia
rai_listino,RAI1,R1 P.M. A,tutti,2026-03-29,16:10,0111110,TG1 + meteo/La vita in diretta
rai_listino,RAI1,R1 P.M. B,tutti,2026-05-31,16:10,0111110,Fiction DT®/La vita in diretta estate
rai_listino,RAI1,R1 Tg1 20.00,tutti,2026-05-31,19:50,1111111,Reazione a catena/L'eredità
rai_listino,RAI1,R1 Tg1 20 Plus Mond (1),tutti,2026-05-31,20:30,1111110,Calcio Mondiali 2026
rai_listino,RAI1,R1 Fin.Lotteria Start,tutti,2026-01-04,20:40,0010000,Lotteria Italia finale
rai_listino,RAI1,R1 Don Matteo Start,tutti,2026-01-04,21:30,0000100,Don Matteo
rai_listino,RAI1,R1 Fiction Top Start,tutti,2026-01-12,21:30,0111000,Invisibile
rai_listino,RAI1,R1 Fiction Start,tutti,2025-12-28,21:30,1111000,Morbo K/Se fossi te/Una famiglia imperfetta
rai_listino,RAI1,R1 Fiction Start,tutti,2026-02-01,21:30,1110000,Cuori/Gloria/Prima di noi/Rosso volante
rai_listino,RAI1,R1 Fiction Top Start,tutti,2026-03-29,21:30,0100000,Avvocato Guerrieri
rai_listino,RAI1,R1 David Start,tutti,2026-05-03,21:30,0000001,David di Donatello 2026
rai_listino,RAI1,R1 Fiction Start,tutti,2026-07-21,21:30,0110000,Seriale
rai_listino,RAI1,R1 Show Time,tutti,2026-03-29,21:40,0000011,Dalla strada al palco (R1)/intrattenimento pt r1
rai_listino,RAI1,R1 Summer Hits Rim,tutti,2026-08-02,21:40,0000010,Summer Hits - Best of
rai_listino,RAI1,R1 Prime Time,tutti,2025-12-21,21:55,1111010,FILM PT R1/TV MOVIE/Telethon/Ogni promessa e' debito
rai_listino,RAI1,R1 Prime Time,tutti,2026-02-01,21:55,1011011,FILM PT R1/Speciale L'Eredita'/Battiato - Il lungo viaggio
rai_listino,RAI1,R1 Summer Hits B Rim,tutti,2026-08-02,23:20,0000010,Summer Hits - Best of
rai_listino,RAI1,R1 Second Pt Sabato,tutti,2025-12-21,24:00,1000000,Programma seconda serata R1
rai_listino,RAI1,R1 Second Prime Time,tutti,2026-02-01,24:00,0110001,SPECIALE TG1/TV7/XXI Secolo
rai_listino,RAI1,R1 Second Pt Sabato,tutti,2026-05-31,24:00,0000001,Programma seconda serata R1
rai_listino,RAI1,R1 Early Night B,tutti,2025-12-21,25:30,1011111,Programmazione notturna/Sottovoce/L'Anno che verra
rai_listino,RAI1,R1 Early Night B,tutti,2026-02-01,25:30,1011111,Programmazione notturna/Sottovoce
rai_listino,RAI2,R2 Fiorello,tutti,2026-05-31,07:05,0111110,La Pennicanza
rai_listino,RAI2,R2 A.M. We,tutti,2026-05-31,10:00,1000001,TG SPORT GIORNO/Ciclismo Maratona delle Dolomiti
rai_listino,RAI2,R2 P.M. A,tutti,2025-12-21,14:00,0111110,FILM/TV MOVIE/Ore 14
rai_listino,RAI2,R2 P.M. A,tutti,2026-02-01,14:00,0111110,Ore 14
rai_listino,RAI2,R2 P.M. A,tutti,2026-03-29,14:00,0111110,Ore 14/FILM/TV MOVIE/TELEFILM
rai_listino,RAI2,R2 P.M. A,tutti,2026-05-31,14:00,0111110,FILM/TV MOVIE/TELEFILM
rai_listino,RAI2,R2 P.M. B,tutti,2026-05-31,15:00,0111110,Aspettando Bella Ma'/FILM/TV MOVIE/TELEFILM/Seriale/Rugby Serie A
rai_listino,RAI2,R2 Seriale,tutti,2025-12-21,21:20,1000011,SERIALE
rai_listino,RAI2,R2 Prime Time,tutti,2026-02-01,21:20,1001111,FILM R2/TV MOVIE /Approfondimento/Ore 14 Sera/Documentario R2
rai_listino,RAI2,R2 Prime Time Pr,tutti,2026-02-01,21:20,0011111,FILM R2/TV MOVIE
rai_listino,RAI2,R2 Prime Time,tutti,2026-03-29,21:20,1001110,Ore 14 SeraFILM pt R2
rai_listino,RAI2,R2 Seriale,tutti,2026-03-29,21:20,0000011,SERIALE
rai_listino,RAI2,R2 Fiction Start,tutti,2026-04-22,21:20,0001000,Fiction Estranei
rai_listino,RAI2,R2 Tutto è possibile start,tutti,2026-03-29,21:20,0100000,Stasera tutto e' possibile
rai_listino,RAI2,R2 Mare Fuori Start,tutti,2026-03-29,21:20,0001000,Fct Mare Fuori
rai_listino,RAI2,R2 Film,tutti,2026-06-09,21:20,1011101,TVM Nel segno del giallo/Film pt
rai_listino,RAI2,R2 Belve Crime Start,tutti,2026-05-19,21:25,0010000,Belve crime
rai_listino,RAI2,R2 Mare Fuori,tutti,2026-03-13,22:30,0000010,Fct Mare Fuori
rai_listino,RAI2,R2 Prime Time B,tutti,2026-05-31,23:00,1111111,Fiction®/Ore 14 Sera/Solo per amore/Stasera a letto tardi/Documentario/Seriale/Formidabile Discoring
rai_listino,RAI2,R2 Early Night,tutti,2025-12-21,25:00,1111111,PROGR. SECONDA SERA/PRG NON DEFINITO
rai_listino,RAI2,R2 Early Night,tutti,2026-02-01,25:00,1111111,PROGR. SECONDA SERA
rai_listino,RAI2,R2 Early Night,tutti,2026-05-31,25:00,1111111,PROGR. SECONDA SERA
rai_listino,RAI3,R3 Mezzogiorno,tutti,2026-05-31,11:00,1111111,TGR Rubriche/TG3 RUBRICHE/Quante storie/Film/Seriale
rai_listino,RAI3,R3 Mezzogiorno,tutti,2026-03-29,11:05,1111111,TGR Rubriche/TG3 RUBRICHE/Quante storie
rai_listino,RAI3,R3 Tg3 P.M.,tutti,2026-03-29,14:10,1111111,TGR RUBRICHE
rai_listino,RAI3,R3 Tg3 P.M.,tutti,2026-05-31,14:10,1111111,TGR RUBRICHE
rai_listino,RAI3,R3 P.M. Sab Start,tutti,2026-05-31,14:55,0000001,Approfondimento/Film/Seriale
rai_listino,RAI3,R3 P.M. Domenica,tutti,2026-05-31,15:00,1000000,Film/Seriale/Approfondimento/Cultura ed Educational
rai_listino,RAI3,R3 P.M.,tutti,2025-12-21,15:20,0111110,Film/Seriale/Rubriche Culturali e Documentari/LA BIBLIOTECA DEI SENTIMENTI
rai_listino,RAI3,R3 P.M.,tutti,2026-02-01,15:20,0111110,Rubriche Culturali e Documentari/Seriale/LA BIBLIOTECA DEI SENTIMENTI
rai_listino,RAI3,R3 P.M. Conc. 1 Maggio,tutti,2026-03-29,15:25,0000010,CONCERTO 1 MAGGIO
rai_listino,RAI3,R3 Fiction Access,tutti,2026-08-02,20:45,0111110,L'appartamento sold out
rai_listino,RAI3,R3 Attualita',tutti,2026-05-31,21:25,0100000,Lo stato delle cose
rai_listino,RAI3,R3 Splendida Cornice,tutti,2026-03-29,22:05,0000100,Una splendida cornice
rai_listino,RAI3,R3 Second Prime Time,tutti,2025-12-21,24:25,0100000,PRG NON DEFINITO
rai_listino,RAI3,R3 Second Prime Time,tutti,2026-02-01,24:25,0100000,IN 1/2 Ora
rai_listino,RAI3,R3 Early Night,tutti,2026-05-31,25:00,1111111,PRG NON DEFINITO
rai_listino,RAI3,R3 Early Night,tutti,2026-02-01,25:10,1111111,PRG NON DEFINITO
