sorgente,rete_previsione,posizione,tipo_giorno,periodo_da,orario,giorni_mask,programma_listino
publitalia_listino,CAN5,ENTERTAINMENT: Produzione preserale 19:20,weekend,2025-01-05,19:20,,Produzione preserale 19:20
publitalia_listino,CAN5,ENTERTAINMENT: Produzione preserale 19:20,tutti,2026-06-28,19:20,,Produzione preserale 19:20
publitalia_listino,CAN5,ENTERTAINMENT: Produzione preserale 19:20,weekend,2025-06-29,19:20,,Produzione preserale 19:20
publitalia_listino,CAN5,ENTERTAINMENT: Produzione preserale 19:20,tutti,2026-01-04,19:20,,Produzione preserale 19:20
publitalia_listino,CAN5,ENTERTAINMENT: Produzione preserale 19:20,tutti,2025-06-29,19:20,,Produzione preserale 19:20
publitalia_listino,CAN5,ENTERTAINMENT: Produzione preserale 19:20,weekend,2026-01-04,19:20,,Produzione preserale 19:20
publitalia_listino,CAN5,ENTERTAINMENT: Produzione preserale 19:20,tutti,2025-01-05,19:20,,Produzione preserale 19:20
publitalia_listino,CAN5,ENTERTAINMENT: Produzione preserale 19:20,weekend,2025-05-04,19:20,,Produzione preserale 19:20
publitalia_listino,CAN5,ENTERTAINMENT: Sarabanda preserale 19:20,weekend,2025-08-31,19:20,,Sarabanda preserale 19:20
publitalia_listino,CAN5,ENTERTAINMENT: Produzione preserale 19:20,tutti,2026-05-03,19:20,,Produzione preserale 19:20
publitalia_listino,CAN5,ENTERTAINMENT: Produzione preserale 19:20,weekend,2026-06-28,19:20,,Produzione preserale 19:20
publitalia_listino,CAN5,ENTERTAINMENT: Produzione preserale 19:20,weekend,2026-05-03,19:20,,Produzione preserale 19:20
publitalia_listino,CAN5,ENTERTAINMENT: Avanti un altro Bonolis 19:20,weekend,2025-05-04,19:20,,Avanti un altro Bonolis 19:20
publitalia_listino,CAN5,ENTERTAINMENT: The wall 19:20,weekend,2024-09-01,19:20,,The wall 19:20
publitalia_listino,CAN5,ENTERTAINMENT: Produzione preserale 19:20,tutti,2025-05-04,19:20,,Produzione preserale 19:20
publitalia_listino,CAN5,ENTERTAINMENT: Avanti un altro Bonolis 19:20,tutti,2025-11-30,19:20,,Avanti un altro Bonolis 19:20
publitalia_listino,CAN5,ENTERTAINMENT: Avanti un altro Bonolis 19:20,tutti,2025-08-31,19:20,,Avanti un altro Bonolis 19:20
publitalia_listino,CAN5,ENTERTAINMENT: Avanti un altro Bonolis 19:20,weekend,2025-11-30,19:20,,Avanti un altro Bonolis 19:20
publitalia_listino,CAN5,ENTERTAINMENT: Avanti un altro Bonolis 19:20,weekend,2025-03-02,19:20,,Avanti un altro Bonolis 19:20
publitalia_listino,CAN5,TG5 Sera-Meteo,weekend,2026-01-04,-,,TG5 Sera-Meteo
publitalia_listino,CAN5,Chi vuol essere milionario FPT [primissima],tutti,2026-01-04,-,,Chi vuol essere milionario
publitalia_listino,CAN5,ENTERTAINMENT: Produzione preserale,weekend,2026-01-04,-,,Produzione preserale
publitalia_listino,CAN5,Canale 5 show FPT,tutti,2026-05-03,-,,Canale 5 show
publitalia_listino,CAN5,Speciale Gransera [primissima],tutti,2026-05-03,-,,Speciale Gransera
publitalia_listino,CAN5,NEWS E SPORT: (di cui Canale 5 news - Tgcom) [primissima],tutti,2026-05-03,-,,(di cui Canale 5 news - Tgcom)
publitalia_listino,CAN5,NEWS E SPORT: (di cui Canale 5 news - Tgcom),tutti,2026-05-03,-,,Canale 5 news
publitalia_listino,CAN5,TG5 Sera-Meteo,tutti,2026-03-01,-,,TG5 Sera-Meteo
publitalia_listino,CAN5,Ruota della fortuna access [primissima],tutti,2026-03-01,-,,Ruota della fortuna access
publitalia_listino,CAN5,Speciale Estatissima,weekend,2024-09-01,-,,Speciale Estatissima
publitalia_listino,CAN5,NEWS E SPORT: (di cui Canale 5 news - Tgcom),tutti,2024-09-01,-,,Canale 5 news
publitalia_listino,CAN5,Finale Concerto,tutti,2024-12-01,-,,Finale Concerto
publitalia_listino,CAN5,ENTERTAINMENT: Preserale 1,tutti,2024-12-01,-,,Preserale 1
publitalia_listino,CAN5,ENTERTAINMENT: Mezzogiorno 1,tutti,2025-01-05,-,,Mezzogiorno 1
publitalia_listino,CAN5,Speciale Striscia,weekend,2025-03-02,-,,Speciale Striscia
publitalia_listino,CAN5,ENTERTAINMENT: Soap C5,tutti,2025-03-02,-,,Soap C5
publitalia_listino,CAN5,Amici ultime sfide,tutti,2025-03-30,-,,Amici ultime sfide
publitalia_listino,CAN5,News 5 FPT,tutti,2025-03-30,-,,News 5
publitalia_listino,CAN5,TG5 Sera-Meteo,weekend,2025-05-04,-,,TG5 Sera-Meteo
publitalia_listino,CAN5,NEWS E SPORT: Sport Club,tutti,2025-05-04,-,,Sport Club
publitalia_listino,CAN5,ENTERTAINMENT: Late noon,tutti,2025-05-04,-,,Late noon
publitalia_listino,CAN5,Speciale Estatissima,weekend,2025-06-29,-,,Speciale Estatissima
publitalia_listino,CAN5,Estatissima [primissima],weekend,2025-06-29,-,,Estatissima
publitalia_listino,CAN5,Serie C5 FPT [primissima],tutti,2025-06-29,-,,Serie C5
publitalia_listino,CAN5,NEWS E SPORT: Canale 5 news (TZ NW)** [primissima],tutti,2025-06-29,-,,Canale 5 news
publitalia_listino,CAN5,ENTERTAINMENT: Enterteinment day time R4,tutti,2025-06-29,-,,Enterteinment day time R4
publitalia_listino,CAN5,Ruota della fortuna access,tutti,2025-08-31,-,,Ruota della fortuna access
publitalia_listino,CAN5,Produzione musicale FPT [primissima],tutti,2025-08-31,-,,Produzione musicale
publitalia_listino,CAN5,ENTERTAINMENT: Domenica 5,tutti,2026-01-04,-,,Domenica 5
publitalia_listino,CAN5,Soap C5 FPT [primissima],tutti,2026-05-03,-,,Soap C5
publitalia_listino,CAN5,NEWS E SPORT: Meteo 5,tutti,2026-05-03,-,,Meteo 5
publitalia_listino,CAN5,Soap C5 FPT,tutti,2026-06-28,-,,Soap C5
publitalia_listino,CAN5,ENTERTAINMENT: Beautiful domenica,tutti,2026-03-01,-,,Beautiful domenica
publitalia_listino,CAN5,TG5 Sera-Meteo,weekend,2024-09-01,-,,TG5 Sera-Meteo
publitalia_listino,CAN5,Speciale Striscia,weekend,2024-09-01,-,,Speciale Striscia
publitalia_listino,CAN5,Segreti di famiglia FPT [primissima],tutti,2024-09-01,-,,Segreti di famiglia
publitalia_listino,CAN5,NEWS E SPORT: Meteo 5,tutti,2024-09-01,-,,Meteo 5
publitalia_listino,CAN5,ENTERTAINMENT: Domenica 5,tutti,2024-09-01,-,,Domenica 5
publitalia_listino,CAN5,ENTERTAINMENT: Primo pomeriggio,tutti,2024-09-01,-,,Primo pomeriggio
publitalia_listino,CAN5,Finale Produzione musicale,tutti,2024-12-01,-,,Finale Produzione musicale
publitalia_listino,CAN5,Speciale Gransera [primissima],tutti,2024-12-01,-,,Speciale Gransera
publitalia_listino,CAN5,ENTERTAINMENT: Comics,tutti,2024-12-01,-,,Comics
publitalia_listino,CAN5,ENTERTAINMENT: Forum pomeriggio,tutti,2024-12-01,-,,Forum pomeriggio
publitalia_listino,CAN5,ENTERTAINMENT: Domenica 5,tutti,2025-03-30,-,,Domenica 5
publitalia_listino,CAN5,ENTERTAINMENT: Primo pomeriggio,tutti,2025-03-30,-,,Primo pomeriggio
publitalia_listino,CAN5,ENTERTAINMENT: Mezzogiorno 1,tutti,2025-03-30,-,,Mezzogiorno 1
publitalia_listino,CAN5,Speciale Striscia,tutti,2025-05-04,-,,Speciale Striscia
publitalia_listino,CAN5,Show dei record FPT [primissima],tutti,2025-05-04,-,,Show dei record
publitalia_listino,CAN5,NEWS E SPORT: Canale 5 news (TZ NW)** [primissima],tutti,2025-05-04,-,,Canale 5 news
publitalia_listino,CAN5,ENTERTAINMENT: Soap C5,tutti,2025-05-04,-,,Soap C5
publitalia_listino,CAN5,ENTERTAINMENT: Pomeriggio reality,tutti,2025-05-04,-,,Pomeriggio reality
publitalia_listino,CAN5,TG5 Sera-Meteo,weekend,2025-06-29,-,,TG5 Sera-Meteo
publitalia_listino,CAN5,NEWS E SPORT: Tg4 meridiana,tutti,2025-06-29,-,,Tg4 meridiana
publitalia_listino,CAN5,ENTERTAINMENT: Primo pomeriggio,tutti,2025-06-29,-,,Primo pomeriggio
publitalia_listino,CAN5,ENTERTAINMENT: Preserale R4,weekend,2025-06-29,-,,Preserale R4
publitalia_listino,CAN5,TG5 Sera-Meteo,weekend,2025-08-31,-,,TG5 Sera-Meteo
publitalia_listino,CAN5,Speciale ruota della fortuna access,weekend,2025-08-31,-,,Speciale ruota della fortuna access
publitalia_listino,CAN5,Produzione C5 saluti,tutti,2025-11-30,-,,Produzione C5
publitalia_listino,CAN5,News 5 FPT,tutti,2025-11-30,-,,News 5
publitalia_listino,CAN5,ENTERTAINMENT: Soap C5,tutti,2025-11-30,-,,Soap C5
publitalia_listino,CAN5,Soap C5,tutti,2026-06-28,-,,Soap C5
publitalia_listino,CAN5,Speciale Gransera [primissima],tutti,2026-06-28,-,,Speciale Gransera
publitalia_listino,CAN5,NEWS E SPORT: Canale 5 news (TZ NW)**,tutti,2026-06-28,-,,Canale 5 news
publitalia_listino,CAN5,ENTERTAINMENT: Domenica 5,tutti,2026-06-28,-,,Domenica 5
publitalia_listino,CAN5,Soap C5,tutti,2026-03-01,-,,Soap C5
publitalia_listino,CAN5,ENTERTAINMENT: Speciale Amici,tutti,2026-03-01,-,,Speciale Amici
publitalia_listino,CAN5,Premiere [primissima],weekend,2024-09-01,-,,Premiere
publitalia_listino,CAN5,Premiere,weekend,2024-09-01,-,,Premiere
publitalia_listino,CAN5,Canale 5 show FPT [primissima],tutti,2024-09-01,-,,Canale 5 show
publitalia_listino,CAN5,ENTERTAINMENT: Comics,tutti,2024-09-01,-,,Comics
publitalia_listino,CAN5,Aspettando Capodanno C5,tutti,2024-12-01,-,,Aspettando Capodanno C5
publitalia_listino,CAN5,ENTERTAINMENT: Pomeriggio reality,tutti,2024-12-01,-,,Pomeriggio reality
publitalia_listino,CAN5,ENTERTAINMENT: Mezzogiorno 1,tutti,2024-12-01,-,,Mezzogiorno 1
publitalia_listino,CAN5,TG5 Sera-Meteo,weekend,2025-01-05,-,,TG5 Sera-Meteo
publitalia_listino,CAN5,Premiere,weekend,2025-01-05,-,,Premiere
publitalia_listino,CAN5,News 5 FPT,tutti,2025-01-05,-,,News 5
publitalia_listino,CAN5,Speciale Striscia promozione,weekend,2025-01-05,-,,Speciale Striscia
publitalia_listino,CAN5,Premiere promozione,weekend,2025-01-05,-,,Premiere
publitalia_listino,CAN5,NEWS E SPORT: Studio Sport,tutti,2025-01-05,-,,Studio Sport
publitalia_listino,CAN5,ENTERTAINMENT: Produzione preserale,weekend,2025-01-05,-,,Produzione preserale
publitalia_listino,CAN5,ENTERTAINMENT: Comics,tutti,2025-01-05,-,,Comics
publitalia_listino,CAN5,Cinema 5 FPT,tutti,2025-03-02,-,,Cinema 5
publitalia_listino,CAN5,News 5 FPT,tutti,2025-03-02,-,,News 5
publitalia_listino,CAN5,NEWS E SPORT: News R4 daytime,tutti,2025-03-02,-,,News R4 daytime
publitalia_listino,CAN5,ENTERTAINMENT: Primo pomeriggio,tutti,2025-03-02,-,,Primo pomeriggio
publitalia_listino,CAN5,ENTERTAINMENT: Beautiful Domenica,tutti,2025-03-30,-,,Beautiful Domenica
publitalia_listino,CAN5,Premiere [primissima],weekend,2025-05-04,-,,Premiere
publitalia_listino,CAN5,Premiere,weekend,2025-05-04,-,,Premiere
publitalia_listino,CAN5,NEWS E SPORT: Meteo 5,tutti,2025-05-04,-,,Meteo 5
publitalia_listino,CAN5,NEWS E SPORT: News R4 daytime,tutti,2025-05-04,-,,News R4 daytime
publitalia_listino,CAN5,ENTERTAINMENT: Comics Top,tutti,2025-05-04,-,,Comics Top
publitalia_listino,CAN5,ENTERTAINMENT: Sabato 1,tutti,2025-05-04,-,,Sabato 1
publitalia_listino,CAN5,Canale 5 show FPT,tutti,2025-06-29,-,,Canale 5 show
publitalia_listino,CAN5,NEWS E SPORT: Meteo 5,tutti,2025-06-29,-,,Meteo 5
publitalia_listino,CAN5,ENTERTAINMENT: Mezzogiorno 1,tutti,2025-06-29,-,,Mezzogiorno 1
publitalia_listino,CAN5,ENTERTAINMENT: Comics Top,tutti,2025-06-29,-,,Comics Top
publitalia_listino,CAN5,TG5 Sera-Meteo,tutti,2025-08-31,-,,TG5 Sera-Meteo
publitalia_listino,CAN5,Produzione musicale FPT,tutti,2025-08-31,-,,Produzione musicale
publitalia_listino,CAN5,Produzione musicale saluti,tutti,2025-08-31,-,,Produzione musicale
publitalia_listino,CAN5,NEWS E SPORT: Tg4 meridiana,tutti,2025-11-30,-,,Tg4 meridiana
publitalia_listino,CAN5,Soap C5 FPT [primissima],tutti,2026-01-04,-,,Soap C5
publitalia_listino,CAN5,ENTERTAINMENT: Soap C5,tutti,2026-01-04,-,,Soap C5
publitalia_listino,CAN5,TG5 Sera-Meteo,weekend,2026-05-03,-,,TG5 Sera-Meteo
publitalia_listino,CAN5,Soap C5 FPT,tutti,2026-05-03,-,,Soap C5
publitalia_listino,CAN5,Amici finale FPT,tutti,2026-05-03,-,,Amici finale
publitalia_listino,CAN5,Ruota della fortuna access [primissima],weekend,2026-06-28,-,,Ruota della fortuna access
publitalia_listino,CAN5,NEWS E SPORT: (di cui Canale 5 news - Tgcom) [primissima],tutti,2026-06-28,-,,(di cui Canale 5 news - Tgcom)
publitalia_listino,CAN5,ENTERTAINMENT: Beautiful Domenica,tutti,2026-06-28,-,,Beautiful Domenica
publitalia_listino,CAN5,Speciale Ruota della fortuna access,tutti,2026-03-01,-,,Speciale Ruota della fortuna access
publitalia_listino,CAN5,Ruota della fortuna access,weekend,2026-03-01,-,,Ruota della fortuna access
publitalia_listino,CAN5,Speciale Gransera [primissima],tutti,2026-03-01,-,,Speciale Gransera
publitalia_listino,CAN5,Speciale Gransera,tutti,2026-03-01,-,,Speciale Gransera
publitalia_listino,CAN5,NEWS E SPORT: (di cui Canale 5 news - Tgcom),tutti,2026-03-01,-,,Canale 5 news
publitalia_listino,CAN5,NEWS E SPORT: Sport Club,tutti,2026-03-01,-,,Sport Club
publitalia_listino,CAN5,ENTERTAINMENT: Pomeriggio con I1,tutti,2024-09-01,-,,Pomeriggio con I1
publitalia_listino,CAN5,ENTERTAINMENT: Forum pomeriggio,tutti,2024-09-01,-,,Forum pomeriggio
publitalia_listino,CAN5,Premiere [primissima],weekend,2024-12-01,-,,Premiere
publitalia_listino,CAN5,Premiere,weekend,2024-12-01,-,,Premiere
publitalia_listino,CAN5,Finale Io canto,tutti,2025-01-05,-,,Finale Io canto
publitalia_listino,CAN5,NEWS E SPORT: Meteo 5,tutti,2025-01-05,-,,Meteo 5
publitalia_listino,CAN5,NEWS E SPORT: Sport Club,tutti,2025-03-02,-,,Sport Club
publitalia_listino,CAN5,ENTERTAINMENT: Speciale Amici,tutti,2025-03-02,-,,Speciale Amici
publitalia_listino,CAN5,Estatissima [primissima],tutti,2025-05-04,-,,Estatissima
publitalia_listino,CAN5,Estatissima,weekend,2025-06-29,-,,Estatissima
publitalia_listino,CAN5,NEWS E SPORT: Studio Sport,tutti,2025-06-29,-,,Studio Sport
publitalia_listino,CAN5,NEWS E SPORT: Sport Club,tutti,2025-06-29,-,,Sport Club
publitalia_listino,CAN5,NEWS E SPORT: News R4 Daytime,tutti,2025-06-29,-,,News R4 Daytime
publitalia_listino,CAN5,ENTERTAINMENT: Forum pomeriggio,tutti,2025-06-29,-,,Forum pomeriggio
publitalia_listino,CAN5,Produzione C5 FPT [primissima],tutti,2025-11-30,-,,Produzione C5
publitalia_listino,CAN5,Speciale Gransera [primissima],tutti,2025-11-30,-,,Speciale Gransera
publitalia_listino,CAN5,ENTERTAINMENT: Soap C5 pomeriggio,tutti,2025-11-30,-,,Soap C5 pomeriggio
publitalia_listino,CAN5,Ruota della fortuna access,tutti,2026-01-04,-,,Ruota della fortuna access
publitalia_listino,CAN5,Speciale Ruota della fortuna access promozione,tutti,2026-01-04,-,,Speciale Ruota della fortuna access
publitalia_listino,CAN5,Canale 5 show FPT [primissima],tutti,2026-05-03,-,,Canale 5 show
publitalia_listino,CAN5,ENTERTAINMENT: Soap C5 pomeriggio,tutti,2026-05-03,-,,Soap C5 pomeriggio
publitalia_listino,CAN5,Speciale Ruota della fortuna access,tutti,2026-06-28,-,,Speciale Ruota della fortuna access
publitalia_listino,CAN5,Ruota della fortuna access,tutti,2026-06-28,-,,Ruota della fortuna access
publitalia_listino,CAN5,TG5 Sera-Meteo,weekend,2026-03-01,-,,TG5 Sera-Meteo
publitalia_listino,CAN5,Speciale Estatissima,tutti,2024-09-01,-,,Speciale Estatissima
publitalia_listino,CAN5,NEWS E SPORT: Sport Club,tutti,2024-09-01,-,,Sport Club
publitalia_listino,CAN5,ENTERTAINMENT: Comics Top,tutti,2024-09-01,-,,Comics Top
publitalia_listino,CAN5,TG5 Sera-Meteo,weekend,2024-12-01,-,,TG5 Sera-Meteo
publitalia_listino,CAN5,NEWS E SPORT: Meteo 5,tutti,2024-12-01,-,,Meteo 5
publitalia_listino,CAN5,ENTERTAINMENT: Aspettando Amici,tutti,2024-12-01,-,,Aspettando Amici
publitalia_listino,CAN5,Speciale Striscia,tutti,2025-01-05,-,,Speciale Striscia
publitalia_listino,CAN5,NEWS E SPORT: Sport Club,tutti,2025-01-05,-,,Sport Club
publitalia_listino,CAN5,TG5 Sera-Meteo,weekend,2025-03-02,-,,TG5 Sera-Meteo
publitalia_listino,CAN5,NEWS E SPORT: Canale 5 news (TZ NW)** [primissima],tutti,2025-03-02,-,,Canale 5 news
publitalia_listino,CAN5,NEWS E SPORT: Studio Sport,tutti,2025-03-02,-,,Studio Sport
publitalia_listino,CAN5,ENTERTAINMENT: Beautiful Domenica,tutti,2025-03-02,-,,Beautiful Domenica
publitalia_listino,CAN5,TG5 Sera-Meteo,tutti,2025-03-30,-,,TG5 Sera-Meteo
publitalia_listino,CAN5,Grande fratello,tutti,2025-03-30,-,,Grande fratello
publitalia_listino,CAN5,NEWS E SPORT: News R4 daytime,tutti,2025-03-30,-,,News R4 daytime
publitalia_listino,CAN5,Sera 5 Produzione preserale,tutti,2025-05-04,-,,Produzione preserale
publitalia_listino,CAN5,NEWS E SPORT: Studio Sport,tutti,2025-05-04,-,,Studio Sport
publitalia_listino,CAN5,ENTERTAINMENT: Produzione preserale,tutti,2025-05-04,-,,Produzione preserale
publitalia_listino,CAN5,ENTERTAINMENT: Comics,tutti,2025-05-04,-,,Comics
publitalia_listino,CAN5,ENTERTAINMENT: Produzione preserale,tutti,2025-06-29,-,,Produzione preserale
publitalia_listino,CAN5,Produzione musicale,tutti,2025-08-31,-,,Produzione musicale
publitalia_listino,CAN5,Speciale Gransera,tutti,2025-08-31,-,,Speciale Gransera
publitalia_listino,CAN5,Cinema 5 FPT,tutti,2025-08-31,-,,Cinema 5
publitalia_listino,CAN5,ENTERTAINMENT: Soap C5 pomeriggio,tutti,2026-01-04,-,,Soap C5 pomeriggio
publitalia_listino,CAN5,ENTERTAINMENT: Primo pomeriggio,tutti,2026-05-03,-,,Primo pomeriggio
publitalia_listino,CAN5,NEWS E SPORT: Canale 5 news (TZ NW)** [primissima],tutti,2024-09-01,-,,Canale 5 news
publitalia_listino,CAN5,ENTERTAINMENT: Sabato 1,tutti,2024-09-01,-,,Sabato 1
publitalia_listino,CAN5,TG5 Sera-Meteo,tutti,2024-12-01,-,,TG5 Sera-Meteo
publitalia_listino,CAN5,Canale 5 show,tutti,2024-12-01,-,,Canale 5 show
publitalia_listino,CAN5,NEWS E SPORT: News R4 daytime,tutti,2024-12-01,-,,News R4 daytime
publitalia_listino,CAN5,NEWS E SPORT: Tg4 meridiana,tutti,2024-12-01,-,,Tg4 meridiana
publitalia_listino,CAN5,Speciale Striscia,weekend,2025-01-05,-,,Speciale Striscia
publitalia_listino,CAN5,NEWS E SPORT: (di cui Canale 5 news - Tgcom) [primissima],tutti,2025-01-05,-,,(di cui Canale 5 news - Tgcom)
publitalia_listino,CAN5,NEWS E SPORT: TG4 Meridiana,tutti,2025-01-05,-,,TG4 Meridiana
publitalia_listino,CAN5,NEWS E SPORT: (di cui Canale 5 news - Tgcom),tutti,2025-03-02,-,,Canale 5 news
publitalia_listino,CAN5,Speciale Striscia,tutti,2025-03-30,-,,Speciale Striscia
publitalia_listino,CAN5,Speciale Striscia,weekend,2025-03-30,-,,Speciale Striscia
publitalia_listino,CAN5,Grande fratello nomination,tutti,2025-03-30,-,,Grande fratello nomination
publitalia_listino,CAN5,Speciale Gransera [primissima],tutti,2025-03-30,-,,Speciale Gransera
publitalia_listino,CAN5,NEWS E SPORT: Studio Sport,tutti,2025-03-30,-,,Studio Sport
publitalia_listino,CAN5,ENTERTAINMENT: Comics Top,tutti,2025-03-30,-,,Comics Top
publitalia_listino,CAN5,ENTERTAINMENT: Soap C5 pomeriggio,tutti,2025-05-04,-,,Soap C5 pomeriggio
publitalia_listino,CAN5,Sera 5 Produzione preserale,weekend,2025-06-29,-,,Produzione preserale
publitalia_listino,CAN5,TG5 Sera-Meteo,tutti,2025-06-29,-,,TG5 Sera-Meteo
publitalia_listino,CAN5,Premiere [primissima],weekend,2025-06-29,-,,Premiere
publitalia_listino,CAN5,Canale 5 show saluti,tutti,2025-06-29,-,,Canale 5 show
publitalia_listino,CAN5,ENTERTAINMENT: Soap C5 pomeriggio,tutti,2025-06-29,-,,Soap C5 pomeriggio
publitalia_listino,CAN5,ENTERTAINMENT: Soap C5 pomeriggio,tutti,2025-08-31,-,,Soap C5 pomeriggio
publitalia_listino,CAN5,Canale 5 show saluti,tutti,2025-11-30,-,,Canale 5 show
publitalia_listino,CAN5,Produzione C5 FPT,tutti,2025-11-30,-,,Produzione C5
publitalia_listino,CAN5,NEWS E SPORT: Studio Sport,tutti,2025-11-30,-,,Studio Sport
publitalia_listino,CAN5,NEWS E SPORT: Studio Sport,tutti,2026-01-04,-,,Studio Sport
publitalia_listino,CAN5,NEWS E SPORT: TG4 meridiana,tutti,2026-01-04,-,,TG4 meridiana
publitalia_listino,CAN5,ENTERTAINMENT: Domenica 5,tutti,2026-05-03,-,,Domenica 5
publitalia_listino,CAN5,NEWS E SPORT: Canale 5 news (TZ NW)**,tutti,2026-03-01,-,,Canale 5 news
publitalia_listino,CAN5,Estatissima [primissima],weekend,2024-09-01,-,,Estatissima
publitalia_listino,CAN5,NEWS E SPORT: Tg4 meridiana,tutti,2024-09-01,-,,Tg4 meridiana
publitalia_listino,CAN5,Speciale Striscia promozione,tutti,2025-01-05,-,,Speciale Striscia
publitalia_listino,CAN5,NEWS E SPORT: Canale 5 news (TZ NW)** [primissima],tutti,2025-01-05,-,,Canale 5 news
publitalia_listino,CAN5,ENTERTAINMENT: Pomeriggio reality,tutti,2025-01-05,-,,Pomeriggio reality
publitalia_listino,CAN5,ENTERTAINMENT: Speciale Amici,tutti,2025-01-05,-,,Speciale Amici
publitalia_listino,CAN5,ENTERTAINMENT: Comics Top,tutti,2025-01-05,-,,Comics Top
publitalia_listino,CAN5,Amici ultime sfide,tutti,2025-03-02,-,,Amici ultime sfide
publitalia_listino,CAN5,ENTERTAINMENT: Forum pomeriggio,tutti,2025-03-02,-,,Forum pomeriggio
publitalia_listino,CAN5,NEWS E SPORT: Canale 5 news (TZ NW)** [primissima],tutti,2025-03-30,-,,Canale 5 news
publitalia_listino,CAN5,Estatissima [primissima],weekend,2025-05-04,-,,Estatissima
publitalia_listino,CAN5,Serie C5 FPT [primissima],tutti,2025-05-04,-,,Serie C5
publitalia_listino,CAN5,Canale 5 show,tutti,2025-06-29,-,,Canale 5 show
publitalia_listino,CAN5,Serie C5 FPT,tutti,2025-06-29,-,,Serie C5
publitalia_listino,CAN5,NEWS E SPORT: Canale 5 news (TZ NW)** [primissima],tutti,2025-08-31,-,,Canale 5 news
publitalia_listino,CAN5,NEWS E SPORT: Meteo 5,tutti,2025-08-31,-,,Meteo 5
publitalia_listino,CAN5,ENTERTAINMENT: Beautiful Domenica,tutti,2025-08-31,-,,Beautiful Domenica
publitalia_listino,CAN5,Ruota della fortuna access [primissima],tutti,2026-01-04,-,,Ruota della fortuna access
publitalia_listino,CAN5,Chi vuol essere milionario,tutti,2026-01-04,-,,Chi vuol essere milionario
publitalia_listino,CAN5,Soap C5 FPT,tutti,2026-01-04,-,,Soap C5
publitalia_listino,CAN5,Cinema 5 FPT,tutti,2026-01-04,-,,Cinema 5
publitalia_listino,CAN5,News 5 FPT,tutti,2026-01-04,-,,News 5
publitalia_listino,CAN5,NEWS E SPORT: (di cui Canale 5 news - Tgcom),tutti,2026-01-04,-,,Canale 5 news
publitalia_listino,CAN5,ENTERTAINMENT: Soap C5,tutti,2026-05-03,-,,Soap C5
publitalia_listino,CAN5,TG5 Sera-Meteo,tutti,2026-06-28,-,,TG5 Sera-Meteo
publitalia_listino,CAN5,ENTERTAINMENT: Soap C5,tutti,2026-06-28,-,,Soap C5
publitalia_listino,CAN5,Ruota della fortuna access [primissima],weekend,2026-03-01,-,,Ruota della fortuna access
publitalia_listino,CAN5,Amici ultime sfide,tutti,2026-03-01,-,,Amici ultime sfide
publitalia_listino,CAN5,NEWS E SPORT: Meteo 5,tutti,2026-03-01,-,,Meteo 5
publitalia_listino,CAN5,Estatissima,weekend,2024-09-01,-,,Estatissima
publitalia_listino,CAN5,ENTERTAINMENT: Soap C5 pomeriggio,tutti,2024-09-01,-,,Soap C5 pomeriggio
publitalia_listino,CAN5,ENTERTAINMENT: The wall,weekend,2024-09-01,-,,The wall
publitalia_listino,CAN5,Canale 5 show FPT [primissima],tutti,2024-12-01,-,,Canale 5 show
publitalia_listino,CAN5,NEWS E SPORT: Canale 5 news (TZ NW)**,tutti,2024-12-01,-,,Canale 5 news
publitalia_listino,CAN5,ENTERTAINMENT: Primo pomeriggio,tutti,2024-12-01,-,,Primo pomeriggio
publitalia_listino,CAN5,ENTERTAINMENT: Speciale Amici,tutti,2024-12-01,-,,Speciale Amici
publitalia_listino,CAN5,ENTERTAINMENT: Comics Top,tutti,2024-12-01,-,,Comics Top
publitalia_listino,CAN5,NEWS E SPORT: (di cui Canale 5 news - Tgcom),tutti,2025-01-05,-,,Canale 5 news
publitalia_listino,CAN5,ENTERTAINMENT: Primo pomeriggio,tutti,2025-01-05,-,,Primo pomeriggio
publitalia_listino,CAN5,ENTERTAINMENT: Comics,tutti,2025-03-02,-,,Comics
publitalia_listino,CAN5,Cinema 5 FPT,tutti,2025-03-30,-,,Cinema 5
publitalia_listino,CAN5,NEWS E SPORT: (di cui Canale 5 news - Tgcom),tutti,2025-03-30,-,,Canale 5 news
publitalia_listino,CAN5,ENTERTAINMENT: Comics,tutti,2025-03-30,-,,Comics
publitalia_listino,CAN5,ENTERTAINMENT: Late noon,tutti,2025-03-30,-,,Late noon
publitalia_listino,CAN5,ENTERTAINMENT: Primo pomeriggio,tutti,2025-05-04,-,,Primo pomeriggio
publitalia_listino,CAN5,ENTERTAINMENT: Sabato 1,tutti,2025-06-29,-,,Sabato 1
publitalia_listino,CAN5,Speciale Gransera [primissima],tutti,2025-08-31,-,,Speciale Gransera
publitalia_listino,CAN5,News 5 FPT,tutti,2025-08-31,-,,News 5
publitalia_listino,CAN5,NEWS E SPORT: News R4 daytime,tutti,2025-08-31,-,,News R4 daytime
publitalia_listino,CAN5,TG5 Sera-Meteo,tutti,2025-11-30,-,,TG5 Sera-Meteo
publitalia_listino,CAN5,Canale 5 show FPT [primissima],tutti,2025-11-30,-,,Canale 5 show
publitalia_listino,CAN5,Produzione C5,tutti,2025-11-30,-,,Produzione C5
publitalia_listino,CAN5,Speciale Gransera,tutti,2025-11-30,-,,Speciale Gransera
